Key,SpritePath,Width,Height,NumFrames
2449,/Furniture/Writer/Subway/sprSubwayGateHolder,48,48,12
2450,/Furniture/Writer/Subway/sprSubwayGateHolderBroken,48,48,1
2451,/Furniture/Writer/Subway/sprELisSubwayLocker,16,11,1
2452,/Furniture/Writer/Subway/sprSubwayGateMask,48,48,1
2453,/Enemies/Gang/Hurt/sprEGangHurtBlunt,64,64,5
2454,/Enemies/Gang/Hurt/sprEGangHurtBlunt1,55,30,8
2455,/Enemies/Gang/Hurt/sprEGangHurtBlunt2,55,30,8
2456,/Enemies/Gang/Hurt/sprEGangHurtBlunt3,45,30,8
2457,/Enemies/Gang/Hurt/sprEGangHurtBlunt4,55,30,8
2458,/Enemies/Gang/Dead/sprEGangDieBluntWriter,60,40,24
2459,/Enemies/Gang/Dead/sprEGangDieLeanWriter,44,34,9
2460,/Enemies/Gang/Dead/sprEGangDieWriter,60,40,40
2461,/Furniture/Writer/Subway/sprELisSubwayBillBoard,89,4,4
2462,/Furniture/Writer/Subway/sprSubwayDoor,100,20,13
2463,/Furniture/Writer/Subway/sprSubwayTrain,384,135,1
2464,/Furniture/Writer/Subway/sprELisSubwayMap,68,6,1
2465,/Furniture/Writer/Subway/sprELisSubwayTicketMachine,30,24,4
2466,/PlayerCharacters/Writer/Attack/sprWriterAttackPipe,46,46,9
2467,/PlayerCharacters/Writer/Finish/sprWriterKillPipe2,40,40,8
2468,/PlayerCharacters/Writer/Finish/sprWriterKillPipe,60,32,8
2469,/Furniture/Writer/Subway/sprELisSubwayTimeDisplay,48,10,91
2470,/Furniture/Writer/Subway/sprELisSubwayNameDisplay,90,9,2
2471,/Furniture/Writer/Subway/sprELisSubwayClosedGate,96,11,1
2472,/Furniture/Writer/Subway/sprELisSubwayGlassWall,88,16,1
2473,/Furniture/Writer/Subway/sprELisHoboCart,34,24,1
2474,/Furniture/Writer/Bunker/sprELis50BlessingsCrap,11,13,4
2475,/Furniture/Writer/Bunker/sprELisBrokenComputerParts,16,10,5
2476,/Furniture/Writer/Bunker/sprELisBunkerBed,50,31,6
2477,/Furniture/Writer/Bunker/sprELisBunkerCabinet,33,20,4
2478,/Furniture/Writer/Bunker/sprELisBunkerComputerTable,121,24,3
2479,/Furniture/Writer/Bunker/sprELisBunkerEmptyBoxes,23,22,3
2480,/Furniture/Writer/Bunker/sprELisBunkerFiles,20,16,6
2481,/Furniture/Writer/Bunker/sprELisBunkerGenerators,103,34,1
2482,/Furniture/Writer/Bunker/sprELisBunkerMasks,17,17,34
2483,/Furniture/Writer/Bunker/sprELisBunkerShelves,66,24,4
2484,/Furniture/Writer/Bunker/sprELisBunkerWaterFilter,57,143,1
2485,/Furniture/Writer/Bunker/sprELis50BlessingsFlag,190,71,1
2486,/Furniture/Cobra/MethLab/sprDoorDebris,9,11,8
2487,/Furniture/Cobra/MethLab/sprDoorExplode,34,10,3
2489,/Furniture/Cobra/MethLab/sprExplosionGround,60,60,1
2490,/Furniture/Cobra/MethLab/sprELisGasMask,11,11,2
2491,/Furniture/Cobra/MethLab/sprMethlab,80,60,5
2492,/Furniture/Cobra/MethLab/sprELisMethSupplies,15,14,3
2493,/Effects/MethExplosion/sprMethExplosion,330,336,20
2494,/Effects/MethExplosion/sprMethSmoke,304,312,4
2495,/Furniture/Writer/Bunker/sprELisCopyingMachineBroken,41,20,2
2496,/Furniture/Writer/Bunker/sprELisBunkerMeetingTable,86,74,1
2497,/Furniture/Writer/Bunker/sprELisBunkerChair,19,17,1
2498,/Furniture/Writer/Bunker/sprELisBasketballHoop,16,14,1
2499,/Furniture/Jungle/Hotel/sprELisBrokenTable,49,22,4
2500,/Furniture/Writer/Bunker/sprELis50BlessingsTable,100,24,1
2501,/Furniture/Writer/Bunker/sprELisBunkerCounter,24,88,1
2502,/Furniture/Writer/Bunker/sprELisBunkerKitchen,28,144,1
2503,/Furniture/Writer/Bunker/sprELisBunkerWorkTable,25,50,1
2504,/Furniture/Writer/Bunker/sprELisBurntOutHoboFire,19,18,9
2505,/Furniture/Writer/Bunker/sprELisAirDuct,64,48,1
2506,/Walls/sprBunkerWallH,32,16,1
2507,/Walls/sprBunkerWallV,16,32,1
2508,/Walls/sprBunkerCorner,16,16,1
2509,/Furniture/Writer/Bunker/sprELisBunkerDoor,70,21,1
2510,/Furniture/Jungle/Hotel/sprELisBrokenBlackJackTable,75,37,1
2511,/Furniture/Jungle/Hotel/sprELisBrokenDiceTable,97,48,1
2512,/Furniture/Jungle/Hotel/sprELisBrokenAquarium,200,100,3
2513,/Furniture/Jungle/Hotel/sprELisBrokenPalmTree,50,100,1
2514,/Furniture/Jungle/Hotel/sprELisBrokenPokerTable,97,48,1
2515,/Furniture/Jungle/Hotel/sprELisBrokenRouletteTable,70,32,1
2516,/NPCs/Hobos/sprMaskHoboOwl,32,32,8
2517,/NPCs/Hobos/sprMaskHoboWolf,32,32,6
2518,/NPCs/Hobos/sprMaskHoboGiraffe,20,38,6
2519,/NPCs/Hobos/sprMaskHoboMonkey,32,32,17
2520,/NPCs/Hobos/sprMaskHoboPanther,32,32,10
2521,/NPCs/Hobos/sprMaskHoboLocust,32,32,15
2522,/NPCs/Hobos/sprMaskHoboChameleon,32,32,18
2523,/NPCs/Hobos/sprMaskHoboElephant,29,29,8
2524,/NPCs/Hobos/sprMaskHoboChicken,32,32,1
2525,/NPCs/Hobos/sprMaskHoboSitting,35,28,4
2526,/NPCs/Hobos/sprMaskHoboStanding,42,42,6
2528,/Furniture/Writer/Bunker/spr50BlessingsLogoCandles,90,80,6
2529,/PlayerCharacters/Writer2/Attack/sprWriter2Attack9mm,48,32,2
2530,/PlayerCharacters/Writer2/Attack/sprWriter2AttackBat,46,52,9
2531,/PlayerCharacters/Writer2/Attack/sprWriter2AttackChain,48,48,9
2532,/PlayerCharacters/Writer2/Attack/sprWriter2AttackClub,46,52,9
2533,/PlayerCharacters/Writer2/Attack/sprWriter2AttackKalashnikov,41,24,2
2534,/PlayerCharacters/Writer2/Attack/sprWriter2AttackM16,41,24,2
2535,/PlayerCharacters/Writer2/Attack/sprWriter2AttackPipe,46,52,9
2536,/PlayerCharacters/Writer2/Attack/sprWriter2AttackSilencer,48,32,2
2537,/PlayerCharacters/Writer2/Attack/sprWriter2AttackUzi,48,32,2
2538,/PlayerCharacters/Writer2/Attack/sprWriter2AttackPunch,50,32,7
2539,/PlayerCharacters/Writer2/Walk/sprWriter2WalkSilencer,48,32,8
2540,/PlayerCharacters/Writer2/Walk/sprWriter2WalkUzi,48,32,8
2541,/PlayerCharacters/Writer2/Walk/sprWriter2Walk9mm,48,32,8
2542,/PlayerCharacters/Writer2/Walk/sprWriter2WalkBat,46,52,8
2543,/PlayerCharacters/Writer2/Walk/sprWriter2WalkChain,46,46,8
2544,/PlayerCharacters/Writer2/Walk/sprWriter2WalkClub,46,52,8
2545,/PlayerCharacters/Writer2/Walk/sprWriter2WalkDoubleBarrel,44,32,8
2546,/PlayerCharacters/Writer2/Attack/sprWriter2AttackDoubleBarrel1,44,32,4
2547,/PlayerCharacters/Writer2/Walk/sprWriter2WalkKalashnikov,41,24,8
2548,/PlayerCharacters/Writer2/Walk/sprWriter2WalkKnife,46,46,8
2549,/PlayerCharacters/Writer2/Attack/sprWriter2AttackKnife,46,46,9
2550,/PlayerCharacters/Writer2/Walk/sprWriter2WalkM16,41,24,8
2551,/PlayerCharacters/Writer2/Walk/sprWriter2WalkPipe,46,52,8
2552,/PlayerCharacters/Writer2/Walk/sprWriter2WalkShotgun,44,32,8
2553,/PlayerCharacters/Writer2/Walk/sprWriter2WalkUnarmed,32,32,8
2554,/PlayerCharacters/Writer2/Kill/sprWriter2KillBat,60,32,8
2555,/PlayerCharacters/Writer2/Kill/sprWriter2KillChain,50,50,14
2556,/PlayerCharacters/Writer2/Kill/sprWriter2KillClub,60,32,8
2557,/PlayerCharacters/Writer2/Kill/sprWriter2KillKnife,40,40,8
2558,/PlayerCharacters/Writer2/Kill/sprWriter2KillPipe,60,32,8
2559,/PlayerCharacters/Writer2/Kill/sprWriter2KillLean,44,35,10
2560,/PlayerCharacters/Writer2/Dead/sprWriter2DeadBlunt,64,64,2
2561,/PlayerCharacters/Writer2/Dead/sprWriter2DeadCut,64,64,2
2562,/PlayerCharacters/Writer2/Dead/sprWriter2DeadMachinegun,64,64,2
2563,/PlayerCharacters/Writer2/Dead/sprWriter2DeadShotgun,64,64,2
2564,/PlayerCharacters/Writer2/Attack/sprWriter2AttackDoubleBarrel2,44,32,4
2565,/PlayerCharacters/Writer2/Attack/sprWriter2AttackShotgun,44,32,13
2566,/PlayerCharacters/Writer/Finish/sprWriterKillStomp,32,32,11
2567,/PlayerCharacters/Writer/Idle/sprWriterDropJacket,32,50,10
2568,/PlayerCharacters/Writer/Idle/sprWriterJacket,22,20,3
2570,/PlayerCharacters/Cobra/Dead/sprCobraDeadExplosion,60,60,1
2571,/Furniture/Jungle/Hotel/sprELisBrokenBar2,30,280,1
2572,/Furniture/Jungle/Hotel/sprELisBrokenBarBottles,30,280,2
2573,/Furniture/Jungle/Hotel/sprELisHotelPlant1,32,160,2
2574,/Furniture/Jungle/Hotel/sprELisHotelPlant2,60,128,2
2575,/Furniture/Jungle/Hotel/sprELisHotelBed,50,31,5
2576,/Furniture/Jungle/Hotel/sprELisHotelCloset,11,32,1
2577,/Furniture/Jungle/Hotel/sprELisHotelMiniBar,20,20,6
2578,/Furniture/Jungle/Hotel/sprELisHotelNightStand,13,17,5
2579,/Furniture/Jungle/Hotel/sprELisHotelPainting,4,25,1
2580,/Furniture/Jungle/Hotel/sprELisHotelPaintingBroken,35,25,3
2581,/Furniture/Jungle/Hotel/sprHotelPool,192,321,1
2582,/Furniture/Jungle/Hotel/sprELisHotelSink,29,12,5
2583,/Furniture/Jungle/Hotel/sprELisBoardedWindow,40,5,3
2584,/Furniture/Jungle/Hotel/sprELisBrokenDiningTable,83,44,4
2585,/Furniture/Jungle/Hotel/sprELisHotelBuffe,27,150,1
2586,/Furniture/Jungle/Hotel/sprELisSunChair,40,20,3
2587,/Furniture/Jungle/Hotel/sprELisParasol,61,55,1
2588,/Furniture/Jungle/Hotel/sprELisBrokenReception,160,31,1
2589,/Enemies/Soldier/Normal/Hiding/sprSoldierHiding,40,30,10
2590,/PlayerCharacters/Cobra/Dead/sprCobraWounded1,60,40,8
2591,/Enemies/Mafia/Idle/sprEMafiaDrag,40,35,12
2592,/PlayerCharacters/Cobra/Dead/sprCobraWounded2,60,40,1
2593,/Enemies/Mafia/Dead/sprEMafiaDeadExplosion,64,64,5
2594,/Enemies/Dog/Dead/sprDogDeadExplosion,50,40,3
2595,/Enemies/Mafia/Fat/sprEMafiaFatDeadExplosion,60,40,2
2596,/Enemies/Mafia/Fat/sprEMafiaFatWalk,32,32,8
2597,/Enemies/Mafia/Fat/sprEMafiaFatAttack,32,32,6
2598,/Enemies/Mafia/Fat/sprEMafiaFatDead,60,60,4
2599,/Enemies/Mafia/Fat/sprEMafiaFatDie,32,32,11
2601,/Enemies/Mafia/Fat/sprEMafiaFatLegs,32,32,16
2602,/Enemies/Mafia/Fat/sprEMafiaFatDieTiger,60,60,6
2603,/Furniture/Cobra/50BlessingsOffice/sprELis50BlessingsBluePrints,50,23,1
2604,/Furniture/Cobra/50BlessingsOffice/sprELis50BlessingsForms,49,27,1
2605,/Furniture/Cobra/50BlessingsOffice/sprPhoneHomVan,133,57,13
2606,/Furniture/Cobra/50BlessingsOffice/sprFloppyDisk,4,5,1
2607,/Furniture/Cobra/50BlessingsOffice/sprCobraChair,30,21,1
2608,/Furniture/Cobra/50BlessingsOffice/sprELis50BlessingsDesk,50,23,1
2609,/PlayerCharacters/Cobra/Idle/sprCobraFloppy,45,35,23
2610,/Faces/sprFace50Manager,80,80,4
2611,/Furniture/Cobra/50BlessingsOffice/sprPhoneHomVanManager,133,57,12
2612,/Effects/Debris/sprMethDebris,30,14,7
2613,/PlayerCharacters/Cobra/Idle/sprCobraDieChair,45,35,16
2614,/NPCs/50BlessingsOffice/spr50ManagerWalkGun,32,32,8
2615,/NPCs/50BlessingsOffice/spr50ManagerAimGun,40,32,5
2616,/NPCs/50BlessingsOffice/spr50ManagerAttackGun,40,32,2
2617,/NPCs/50BlessingsOffice/spr50ManagerWalkShotgun,45,24,8
2618,/NPCs/50BlessingsOffice/spr50ManagerWalkUnarmed,32,32,8
2619,/Furniture/Rat/Bar/sprELisDartBoard,9,18,1
2620,/Furniture/Rat/Bar/sprELisHuntingTrophy,18,28,2
2621,/Furniture/Rat/Bar/sprELisRussianBarBottles,184,16,1
2622,/Furniture/Rat/Bar/sprELisRussianBarFlag,20,32,2
2623,/Furniture/Rat/Bar/sprELisTVHolder,7,16,1
2625,/Furniture/Rat/Bar/sprELisRussianBarStove,39,21,6
2626,/Furniture/Rat/Bar/sprELisRussianPokerTable,50,50,2
2627,/Furniture/Son/StripClub/sprELisStripClubArmChair,24,30,1
2628,/Furniture/Son/StripClub/sprELisStripClubBar,128,52,1
2629,/Furniture/Son/StripClub/sprELisStripClubBooth,90,43,1
2630,/Furniture/Son/StripClub/sprELisStripClubBoothSmall,69,43,4
2631,/Furniture/Son/StripClub/sprELisStripClubEntryPodium,180,50,2
2632,/Furniture/Son/StripClub/sprELisStripClubMinibar,20,20,3
2633,/Furniture/Son/StripClub/sprELisStripClubPlant,60,60,2
2634,/Furniture/Son/StripClub/sprELisStripClubPodium,64,49,2
2635,/Furniture/Son/StripClub/sprELisStripClubPodiumLights,64,49,2
2636,/Furniture/Son/StripClub/sprELisStripClubPole,11,12,1
2637,/Furniture/Son/StripClub/sprELisStripClubRunway,146,68,2
2638,/Furniture/Son/StripClub/sprELisStripClubRunwayLights,145,64,2
2639,/Furniture/Son/StripClub/sprELisStripClubSmallTable,16,16,5
2640,/Furniture/Son/StripClub/sprELisStripClubStool,12,12,1
2641,/Furniture/Son/StripClub/sprELisStripClubWardrobe,88,57,1
2642,/Furniture/Son/StripClub/sprELisStripClubDJPlayer,27,48,13
2643,/Furniture/Son/StripClub/sprELisStripClubClothesRack,3,88,1
2644,/Furniture/Son/StripClub/sprELisStripClubClothes,21,10,10
2645,/Furniture/Son/StripClub/sprELisStripClubMakeUpTable,64,256,1
2646,/Furniture/Son/StripClub/sprELisMakeUpMirror,3,65,1
2647,/Furniture/Son/StripClub/sprELisStripClubPodiumPrivate,64,65,2
2648,/Furniture/Son/Bank/sprELisArmoredTransport,121,59,1
2650,/Furniture/Rat/Abandonned_Building/sprFloorBoard,17,6,3
2651,/Furniture/Rat/Abandonned_Building/sprFloorHole1,109,101,3
2652,/Furniture/Rat/Abandonned_Building/sprFloorHole2,109,69,3
2653,/Furniture/Rat/Abandonned_Building/sprFloorHole3,86,81,3
2654,/Furniture/Rat/Abandonned_Building/sprFloorHole4,86,53,3
2655,/Furniture/Rat/Abandonned_Building/sprRenovationWallDebris,9,11,8
2656,/Furniture/Rat/Abandonned_Building/sprRenovationWallH,32,8,1
2657,/Furniture/Rat/Abandonned_Building/sprRenovationWallV,8,32,1
2658,/dvdmenu/sprApocalypse,70,59,5
2659,/dvdmenu/sprShelter,70,59,6
2660,/Interface/VHS/VHSOptions/sprMenu,96,128,2
2661,/Furniture/Rat/Villa/sprELisChildrensBed,50,31,2
2662,/Furniture/Rat/Villa/sprELisFountainStatue,40,40,4
2663,/Furniture/Rat/Villa/sprELisRichDiningTable,128,40,1
2664,/Furniture/Rat/Villa/sprELisRichDesk,85,29,1
2665,/Furniture/Rat/Villa/sprELisSmallLiquorTable,29,17,1
2666,/Furniture/Rat/Villa/sprELisToyGun,31,11,2
2667,/Furniture/Rat/Villa/sprELisToyLego,20,20,4
2668,/Furniture/Rat/Villa/sprELisToyTurtle,14,12,4
2669,/Furniture/Rat/Villa/sprELisRichWorkTable,70,25,1
2670,/Furniture/Rat/Villa/sprELisRichMinibar,70,70,1
2672,/Furniture/Henchman/ChopShop/sprELisBeerCooler,33,25,1
2673,/Furniture/Henchman/ChopShop/sprELisBrokenSkateboard,7,15,4
2674,/Furniture/Henchman/ChopShop/sprELisSkateBox2,35,56,1
2675,/Furniture/Henchman/ChopShop/sprELisHalfPipe,150,52,1
2676,/Furniture/Henchman/ChopShop/sprHalfPipeMask,150,52,1
2677,/Furniture/Jungle/Hotel/sprELisLuggage,28,20,8
2678,/Furniture/Jungle/Hotel/sprELisHotelCars,89,44,2
2679,/Enemies/Guards/Walk/sprGuardWalkMagnum,55,32,8
2680,/Enemies/Guards/Walk/sprGuardWalkShotgun,44,32,8
2681,/Enemies/Guards/Walk/sprGuardWalkStick,48,44,8
2682,/Enemies/Guards/Walk/sprGuardWalkUnarmed,32,32,8
2683,/Enemies/Guards/Walk/sprGuardGetUp,60,40,7
2684,/Enemies/Guards/Walk/sprGuardGetUpLean,48,35,5
2685,/Enemies/Guards/Walk/sprGuardLegs,32,32,16
2686,/Enemies/Guards/Attack/sprGuardAttackMagnum,50,32,3
2687,/Enemies/Guards/Attack/sprGuardAttackShotgun,44,32,13
2688,/Enemies/Guards/Attack/sprGuardAttackStick,48,44,8
2689,/Enemies/Guards/Dead/sprGuardDeadBlunt,64,64,12
2690,/Enemies/Guards/Dead/sprGuardDeadCut,64,40,8
2691,/Enemies/Guards/Dead/sprGuardDeadMachinegun,64,64,12
2692,/Enemies/Guards/Dead/sprGuardDeadShotgun,64,55,9
2693,/Enemies/Guards/Dead/sprGuardDieBlunt,60,40,12
2694,/Enemies/Guards/Dead/sprGuardDieKnife,60,40,8
2695,/Enemies/Guards/Dead/sprGuardDieMachete,56,35,22
2696,/Enemies/Guards/Dead/sprGuardDieStick,56,35,26
2697,/Enemies/Guards/Dead/sprGuardDeadLeanShot,26,34,2
2698,/Enemies/Guards/Dead/sprGuardDeadLeanMelee,40,40,4
2699,/Enemies/Guards/Dead/sprGuardDeadLeanShotgun,26,34,2
2700,/Enemies/Guards/Dead/sprGuardDieLean,34,34,10
2701,/Furniture/Son/Bank/sprELisBankChair,19,19,1
2702,/Furniture/Son/Bank/sprELisBankArmchair,24,30,1
2703,/Furniture/Son/Bank/sprELisBankSofa,64,64,1
2704,/Furniture/Son/Bank/sprELisBankCouch,64,24,1
2705,/Furniture/Son/Bank/sprELisBankRegisters,128,360,1
2706,/Furniture/Son/Bank/sprELisBankLoungeTable,49,22,1
2707,/Furniture/Son/Bank/sprELisBankDesk,55,32,4
2708,/Furniture/Son/Bank/sprELisBankSecurity,26,113,2
2709,/sprite2709,35,57,1
2710,/NPCs/Son/Bank/sprRobberWalkBag,32,40,8
2711,/NPCs/Son/Bank/sprRobberWalkShotgun,45,24,8
2712,/NPCs/Son/Bank/sprRobberWalkUnarmed,32,32,8
2713,/NPCs/Son/Bank/sprRobberWalkUzi,50,25,8
2714,/NPCs/Son/Bank/sprRobberPutOnMask,32,32,10
2715,/NPCs/Son/Bank/sprBankerLegs,19,25,1
2716,/NPCs/Son/Bank/sprBankerGiveUp,35,22,5
2717,/NPCs/Son/Bank/sprBankerDead,35,22,1
2718,/Furniture/Son/Bank/sprELisWeaponBag,24,20,1
2719,/Enemies/Guards/Dead/sprGuardDieStomp,60,40,4
2720,/Furniture/Son/Bank/sprELisBankLocker,24,16,4
2721,/Furniture/Son/Bank/sprELisBankLunchTable,63,63,4
2722,/Furniture/Son/Bank/sprELisBankMeetingTable,160,46,1
2723,/Furniture/Son/Bank/sprELisBankMoneyCarrier,9,17,2
2724,/Furniture/Son/Bank/sprELisBankMoneyTable,68,33,1
2725,/Furniture/Son/Bank/sprVaultOpening,32,96,1
2726,/Furniture/Son/Bank/sprVaultDoor,21,50,1
2727,/Furniture/Son/Bank/sprELisBankMoneyCarrierStack,22,45,2
2728,/Enemies/Gang/Dead/Pieces/sprEGangHalvedWakeUp,64,64,16
2729,/Enemies/Gang/Dead/Pieces/sprEGangHalvedCrawl,64,64,12
2730,/Furniture/Son/Bank/Vault/sprELisGoldBar,4,8,1
2731,/Furniture/Son/Bank/Vault/sprELisGoldStack,24,24,5
2732,/Furniture/Son/Bank/Vault/sprELisVaultMoneyBag,24,20,1
2733,/Furniture/Son/Bank/Vault/sprELisVaultTrophy,12,9,6
2735,/NPCs/Son/Bank/sprBodyguard,23,26,1
2736,/NPCs/Son/Bank/sprFather,30,30,1
2737,/NPCs/Son/Bank/sprFatherTalk,30,30,2
2738,/NPCs/Son/Bank/sprGrandFatherTalk,30,50,18
2739,/PlayerCharacters/Son/Robber/sprSonPutOnMask,32,32,10
2740,/PlayerCharacters/Son/Robber/sprSonMask,9,6,1
2741,/Enemies/Gang/Dead/sprEGangFlyShotgun,60,60,4
2744,/sprWindowList,32,32,1
2745,/Furniture/Jungle/Trees/sprElisPalmTreeNight,60,60,2
2746,/Furniture/Jungle/Trees/sprELisBigTreeNight,90,90,1
2748,/Interface/Editor/sprEditorNextButtons,16,16,2
2749,/Fans_Dream/sprMaskBox,22,16,1
2750,/Fans_Dream/sprBearCar,107,46,1
2751,/Fans_Dream/sprBearCarTrunk,107,46,7
2752,/Fans_Dream/NPC/sprBearWalkMaskBox,26,26,4
2753,/Fans_Dream/NPC/sprSwan1PutOnChicken,40,32,12
2754,/Fans_Dream/NPC/sprTigerPutOnChicken,40,32,36
2755,/Fans_Dream/NPC/sprZebraPutOnChicken,40,32,14
2756,/Faces/sprFaceSwan,120,100,12
2757,/Fans_Dream/NPC/sprSwan2AnswerPhone,40,40,55
2758,/PlayerCharacters/Swan/Walk/sprSwanWalkUnmasked,32,32,8
2759,/PlayerCharacters/Swan/Idle/sprSwanTakeOffMask,40,32,8
2760,/Ocean/sprOceanFoam,8,4,7
2761,/NPCs/Beach/sprJacketSunBathing,44,21,1
2762,/NPCs/Beach/sprGeneralDrink,40,30,10
2763,/NPCs/Beach/sprSquadCards,55,40,20
2764,/Furniture/Jungle/Beach/sprELisSurfBoard,15,52,2
2765,/Faces/sprFaceGeneralDown,80,80,12
2766,/Furniture/Jungle/Beach/sprCrabIdle,17,7,4
2767,/Furniture/Jungle/Beach/sprCrabWalk,17,7,4
2768,/NPCs/Hotel/sprUSSoldierWalkM16,45,32,8
2769,/NPCs/Hotel/sprUSSoldierWalkShotgun,44,32,8
2770,/NPCs/Hotel/sprSquadBlackLean,20,25,1
2771,/NPCs/Hotel/sprSquadFatLean,32,32,1
2772,/Faces/sprite2772,60,75,4
2773,/PlayerCharacters/Tiger/Idle/sprTigerLeanTable,24,17,1
2774,/PlayerCharacters/Zebra/Idle/sprZebraIdle,32,32,8
2775,/Cars/FansVan/sprFansVanRepairHQ,150,57,14
2776,/PlayerCharacters/Swan/Idle/sprSwanIdleJoint,32,32,6
2777,/Cars/FansVan/sprFansVanBottomHQ,150,57,1
2778,/PlayerCharacters/Son/Idle/sprSonIdleBox,50,32,17
2779,/Cars/SonCar/sprSonGetAwayVan,140,70,13
2780,/Furniture/Fans/SwanApartment/sprELisSwanArmChair,24,30,1
2781,/Furniture/Fans/SwanApartment/sprELisSwanBed,64,32,1
2782,/Furniture/Fans/SwanApartment/sprELisSwanTable,63,22,1
2783,/Furniture/Fans/SwanApartment/sprELisSwanPhones,30,20,1
2784,/Furniture/Fans/SwanApartment/sprELisSwanStereo,80,23,1
2785,/Furniture/Fans/SwanApartment/sprELisSwanTVShelf,120,29,1
2786,/Furniture/Fans/SwanApartment/sprELisSwanEquipment,20,20,3
2787,/Furniture/Fans/SwanApartment/sprELisSwanKitchenIsland,93,36,1
2788,/PlayerCharacters/Swan/Walk/sprSwan1WalkCasual,32,32,8
2789,/PlayerCharacters/Swan/Idle/sprSwan1HideClothes,25,25,8
2790,/PlayerCharacters/Swan/Walk/sprSwan1WalkTowel,25,25,8
2791,/PlayerCharacters/Swan/Walk/sprSwanJeansLegs,32,32,14
2792,/Furniture/Fans/SwanApartment/sprSwanCasualOutfit,13,12,1
2793,/Furniture/Fans/SwanApartment/sprELisSwanCouch,81,47,1
2794,/PlayerCharacters/Cop/Idle/sprCopKnock,32,32,24
2795,/Furniture/Cobra/50BlessingsBunker/sprELis50BlessingsFileCabinetNew,33,20,4
2796,/Furniture/Cobra/50BlessingsBunker/sprELis50BlessingsComputerTableNew,121,24,3
2797,/Furniture/Cobra/50BlessingsBunker/sprELis50BlessingsCounterNew,24,88,1
2798,/Furniture/Cobra/50BlessingsBunker/sprELis50BlessingsKitchenNew,28,144,1
2799,/Furniture/Cobra/50BlessingsBunker/sprELis50BlessingsTableNew,100,24,1
2800,/Furniture/Cobra/50BlessingsBunker/sprELis50BlessingsKitchenTableNew,49,22,3
2801,/Furniture/Cobra/50BlessingsBunker/sprELis50BlessingsFoodPrep,48,88,1
2802,/NPCs/50BlessingsBunker/spr50BlessingsNerd,32,32,4
2803,/Faces/sprFace50ManagerGlad,80,80,4
2804,/Faces/sprFaceCobraHappy,72,72,12
2805,/PlayerCharacters/Son/Idle/sprSonIdleDrinkVodka,32,32,20
2806,/Enemies/Mafia/Idle/sprEMafiaDrinkVodka,32,32,20
2807,/Enemies/Mafia/Idle/sprEMafiaDrinkVodkaBag,32,40,20
2808,/Faces/sprFaceFather,75,85,12
2809,/NPCs/Son/Bank/sprGrandFatherMask,30,30,4
2810,/Furniture/Writer/BikerBar/sprELisBrokenBar,95,160,1
2811,/Furniture/Writer/BikerBar/sprELisBrokenBarBooth,60,86,2
2812,/Furniture/Writer/BikerBar/sprELisBrokenBarChair,20,28,2
2813,/Furniture/Writer/BikerBar/sprELisBrokenBarCouch,64,64,1
2814,/Furniture/Writer/BikerBar/sprELisBrokenBarTable,49,22,4
2815,/Furniture/Writer/BikerBar/sprBrokenBarTableFans,58,75,4
2816,/PlayerCharacters/Son/Idle/sprSonBrokenIdle,32,80,23
2817,/PlayerCharacters/Zebra/Idle/sprZebraBrokenIdle,32,32,8
2818,/PlayerCharacters/Bear/Idle/sprBearBrokenIdle,27,29,8
2819,/PlayerCharacters/Cobra/Idle/sprCobraBrokenIdle,32,32,15
2820,/PlayerCharacters/PigButcher/Idle/sprPigBrokenIdle,30,26,5
2821,/PlayerCharacters/Nicke/Idle/sprNickeBrokenIdle,32,32,10
2822,/NPCs/BikerBar/sprBikerBrokenIdle,32,32,2
2823,/PlayerCharacters/Writer/Idle/sprWriterSitDown,32,32,6
2824,/Faces/sprFaceBiker,84,90,12
2825,/PlayerCharacters/Writer/Idle/sprWriterSitTalk,32,32,2
2826,/PlayerCharacters/Writer/Idle/sprWriterSitWrite,32,32,11
2828,/Interface/Editor/sprEditorWallIcon,24,24,1
2829,/Interface/Editor/sprPaintBucket,16,16,3
2830,/Interface/Editor/sprWallCapsule,16,17,15
2831,/Interface/Editor/sprPipette,16,16,14
2832,/Interface/Editor/sprEraser,18,18,5
2833,/Furniture/Fans/DeathWish/sprFancyDeskBase,55,30,1
2834,/Furniture/Fans/DeathWish/sprELisFancyOfficeChair,24,30,1
2835,/Furniture/Fans/DeathWish/sprELisFancyOfficeCouch,64,64,1
2836,/Furniture/Fans/DeathWish/sprELisFancyOfficeCouchSmall,64,24,1
2837,/Furniture/Fans/DeathWish/sprELisFancyDesk,55,33,8
2838,/Furniture/Fans/DeathWish/sprELisFancyOfficeFountainBig,78,72,4
2839,/Furniture/Fans/DeathWish/sprELisFancyOfficeFountainMedium,49,46,4
2840,/Furniture/Fans/DeathWish/sprELisFancyOfficeFountainSmall1,30,20,4
2841,/Furniture/Fans/DeathWish/sprELisFancyOfficeFountainSmall2,30,20,4
2842,/Furniture/Fans/DeathWish/sprELisFancyOfficeMeetingTable1,86,82,1
2843,/Furniture/Fans/DeathWish/sprELisFancyOfficeMeetingTable2,46,160,1
2844,/Furniture/Fans/DeathWish/sprELisFancyOfficeTable,35,27,6
2845,/Furniture/Fans/DeathWish/sprELisFancyOfficeTree,45,45,2
